reviewId	reviewer	datePublished	starRatingOutOfFive	reviewTitle	reviewComment	source
191	AdorableMockingbird-30277	06/25/2021	5	Philips Heart Start	"""We had a great experience and recommend American AED to anyone looking for AED machines."""	https://americanaed.com/
192	GHWDOC	06/25/2021	5	Process was easy	"""Making a purchase through American AED was easy and fast.  The representative was helpful, knowledgeable and professional."""	https://americanaed.com/
193	WittyCrane-21110	06/25/2021	5	Service	"""We received excellent service from everyone involved.  I could not have asked for a better sales team.  Thank you for your support!"""	https://americanaed.com/
194	BusyCaribou-70037	06/25/2021	5	Very helpful	"""Our machine was beeping. They told me how to test it and what I needed. Order was received promptly and was accurate"""	https://americanaed.com/
195	Mednebman56	06/25/2021	5	Brand New…With gloves and mask	"""Factory sealed box.  Fast shipping.  Top quality item."""	https://americanaed.com/
196	QuaintSwordfish-59953	06/25/2021	5	Great product	"""Product as described. Fast delivery. Excellent price"""	https://americanaed.com/
197	ElatedOrca-15969	06/25/2021	5	Great	"""Quick and very easy to compare products 
And given a good discount"""	https://americanaed.com/
198	rkmlai	06/25/2021	5	Excellent 	"""Received excellent information and service."""	https://americanaed.com/
199	Jenk_228	06/25/2021	5	AED Adult and Children’s pads	"""I came across and ad when trying to purchase replacement pads for my Church. I called and received help with order and received them within 3-4 days."""	https://americanaed.com/
200	GentleSpider-60491	06/23/2021	4	Great service	"""Very knowlegable, friendly and helpful service."""	https://americanaed.com/
201	ComfortableWolverine-24402	06/22/2021	5	Quality Product at a Fair Price Delivered on Time	"""Purchasing was easy, delivered on time."""	https://americanaed.com/
202	DelightfulBoa-34441	06/21/2021	5	AED purchase	"""given the life and death purpose of the AED, I appreciated the professional treatment by all parties involved, from the website to the delivery person."""	https://americanaed.com/
203	MushyOstrich-26778	06/21/2021	5		"""The customer service representative was very helpful and my order was completed within minutes. I'm a very happy customer!"""	https://americanaed.com/
204	EagerDuck-12259	06/20/2021	5	Excellent 	"""Very helpful support team and service department. Helped me make the best purchase for my needs. AED was delivered fast and in perfect condition"""	https://americanaed.com/
205	CleanHummingbird-61239	06/19/2021	4	Very satisfied. Will use again.	"""I ordered an AED off of their website. It was relatively easy to find and choose the AED that fits my organization's needs. Ordering and payment was straight forward. Shipping arrived within the time-frame promised, which was a pleasant surprise since many companies have been delayed shipping to Alaska.
The only reason I did not give 5 stars is because I reserve that for ""above and beyond"" service. I have no complaints about American AED and plan to use them again in the future."""	https://americanaed.com/
206	FineHornet-23137	06/18/2021	5	On time and exactly what I ordered. 	"""I received exactly what I ordered. Thank you."""	https://americanaed.com/
207	FairPenguin-57078	06/18/2021	5	Fast Response	"""Great service, fast shipping, easy to deal with."""	https://americanaed.com/
208	JollyPenguin-93636	06/18/2021	5	Excellent Service!	"""Very easy to deal with & a fantastic product."""	https://americanaed.com/
209	FriendlySnake-84097	06/17/2021	5	Best price	"""American AED had the best offer with a quick response and delivery."""	https://americanaed.com/
210	Sue2664	06/17/2021	5	Great Experience	"""We ordered the AED and training module for our church. I couldn’t believe how fast it was shipped. Great experience in dealing with this company"""	https://americanaed.com/
211	StormyStingray-7193	06/17/2021	5	Shipped fast and accurately	"""Shipped fast and accurately"""	https://americanaed.com/
212	CourageousChinchilla-51355	06/17/2021	5	Excellent Customer Service	"""Delivered quickly with lots of information for set up including videos"""	https://americanaed.com/
213	ColorfulHummingbird-25283	06/17/2021	5	Very happy experience	"""From providing research informaition on the models available, informative training videos, prompy shipping and delivery after the order - every aspect of my order process was outstanding"""	https://americanaed.com/
214	ZealousEarthworm-82723	06/17/2021	5	Fast delivery	"""My order was delivered within 24 hours.  The website was easy to use."""	https://americanaed.com/
215	SleepyCheetah-17437	06/17/2021	5	Fast transaction	"""very smooth transaction!!"""	https://americanaed.com/
216	kingpin25	06/17/2021	5	Well done	"""As promised, on time, great price."""	https://americanaed.com/
217	CrowdedHornet-32072	06/17/2021	5	Seneca Wi. EMS review	"""This is the sixth AED that Seneca Fire/Rescue has purchased from American AED we like the price, performance and reliability of the units. We are a small service in rural Wisconsin and the units travel with our first responders that are not close to town or have been placed at our community halls were we gather. I found the signage and cases of high quality."""	https://americanaed.com/
218	ModernWolf-22296	06/17/2021	5	Purchased refurbished AED	"""Clear and precise info over phone, prompt delivery of product.  As advertised machine with no hassle transaction"""	https://americanaed.com/
219	GlamorousRobin-51801	06/17/2021	5	Get fit	"""Not sure still waiting arrival"""	https://americanaed.com/
220	FancyPossum-62076	06/17/2021	5	Excellent service	"""Product was easy to order with good comparison to help with my decision.  Delivered in less than a week"""	https://americanaed.com/
221	FamousKoala-46449	06/17/2021	5	Easy to operate.Compact to carry anywhere.	"""Comprehensive instructional materials in laymens context are included. The machine doesnt look intimidating to use and a voice prompt will guide you every step of the way ( per the test run...happy to have the device but praying never to have to use it"""	https://americanaed.com/
222	MomofGinger23	06/17/2021	5	defibrillator purchase 	"""quick delivery, exactly as ordered, quality product"""	https://americanaed.com/
223	KrayziERussiaN	06/17/2021	5	Arrived quick and already set it up!	"""Hopefully will never have to use it, but love how portable it is! Looks like it does OK at higher temps, so will likely order another one so that I can keep one in my work truck and have with me at job sites."""	https://americanaed.com/
224	GleamingSeal-73261	06/17/2021	5	Engineering Office	"""The AED we ordered was discontinued and American AED gave us an upgrade and honored the original price. They also worked hard to get it shipped to meet our training deadline."""	https://americanaed.com/
225	WittyPuma-86814	06/17/2021	5	AED	"""Great experience with our order for two AEDs.  Equipment was delivered in a timely manor."""	https://americanaed.com/
226	tjintexas	06/17/2021	5	Couldn't have been easier.	"""Perfect service.  Will definitely be a repeat customer."""	https://americanaed.com/
227	PedramGh	06/17/2021	5	Did a follow up call before shipping	"""Very fast in processing the order. They called before shipping to verify the order and address. Happy with their service."""	https://americanaed.com/
228	KindRooster-12850	06/17/2021	1	Terrible	"""Charged my credit card, refused to deliver products, ordered the next day from another AED supplier"""	https://americanaed.com/
229	TameWasp-99264	06/17/2021	5	.	"""…………….great job………great experience"""	https://americanaed.com/
230	JW73	06/17/2021	5	Superior customer response 	"""Ordered infant/child replacement AED pads through another prominent seller. My order was canceled two days later with no explanation. Subsequently, ordered the replacement pads with American AED and received them in three days."""	https://americanaed.com/
231	GentleMongoose-21889	06/17/2021	5	Very good	"""Amazing product and easy to use"""	https://americanaed.com/
232	EnergeticCrocodile-58298	06/03/2021	5	Quick shipping. 	"""Good price, quick shipping. 

Nice overall package."""	https://americanaed.com/
233	FoolishViper-50815	05/02/2021	5	Fast and easy 	"""Easy to order and really fast delivery!!"""	https://americanaed.com/
234	EagerJellyfish-19402	04/29/2021	5	Organized	"""The website was easy to navigate and it was organized very well."""	https://americanaed.com/
235	WanderingGecko-62834	04/28/2021	5	Great Service!	"""The representative I worked with made it so very simple. I will go back to them for my future needs."""	https://americanaed.com/
236	CleanCrane-71557	04/28/2021	5	AED pads purchase	"""Ordering the item was easy, fte cost was fair and the shipping was on time."""	https://americanaed.com/
237	GoodCoral-77035	04/21/2021	5	Help when needed	"""Great. The instant helper( Jeff) answered my questions, to order"""	https://americanaed.com/
238	ImportantRaven-54408	04/19/2021	2	Poor Response Time	"""Utilized their online chat system twice through their website to inquire about a quote. The first time produced no reply, the second time Jeff stated he would send a quote over to my email within 5 minutes, which I never received. Ultimately, I purchased the products without guidance from their customer service reps as I did not want to wait to purchase."""	https://americanaed.com/
239	LuckyParrot-20142	04/16/2021	5	Great Product and Price!!	"""Great Product and Price!!"""	https://americanaed.com/
240	GordonRupp	04/16/2021	5	AED 	"""Quick delivery. As advertised."""	https://americanaed.com/
241	DizzyOrca-55171	04/13/2021	5	Elderly mom	"""Good item to have around."""	https://americanaed.com/
242	SleepyPenguin-2832	04/07/2021	5	Great service	"""I need the defibrillator fast and Aaron made it happen. Thank you!"""	https://americanaed.com/
243	StormyKoala-82598	04/07/2021	5	Easy to order	"""American AED's website is easy to navigate and very user friendly."""	https://americanaed.com/
244	RealFish-9610	04/07/2021	5	Highly recommend 	"""Excellent service and price"""	https://americanaed.com/
245	AlohaOahu	04/05/2021	5	Fast and Easy	"""American AED is great, the website is fast and easy. Check out is simple, awesome 10% discount and FREE SHIPPING over $50 bucks. :)"""	https://americanaed.com/
246	BraveChameleon-16157	04/05/2021	1	not received product	"""still haven't received the producgt"""	https://americanaed.com/
247	EnergeticCrane-78756	04/01/2021	5	Aaron made it easy!	"""I know nothing about AEDs but was tasked with buying one for our HOA.  Aaron made the experience easy. He answered all my questions and helped me make substitutions where required. Highly recommend."""	https://americanaed.com/
248	CuriousMoose-49963	03/31/2021	5	Great Deal and Great Service	"""Very pleased with your website and my purchase"""	https://americanaed.com/
249	Revacosta72	03/31/2021	5	Easy purchase 	"""It was a breeze to make this purchase and the agent Aaron on the chat was very helpful."""	https://americanaed.com/
250	PoisedArmadillo-1669	03/31/2021	3	Wish more options	"""Was great price but wish option to purchase child key was part of it and more clear one wasn’t provided."""	https://americanaed.com/
251	FriendlyLizard-51111	03/30/2021	5	Wise Purchase	"""We are ordering our fourth AED from American AED, slowly but surely adding them to our emergency response tool kit on all of our service trucks.  All units purchased thus far have arrived quickly, well-packaged for shipment and as advertised.  We have the training unit, as well, and have found that to be a useful hands-on training tool."""	https://americanaed.com/
252	ExcitedCat-30152	03/24/2021	5	Great customer service and pricing.	"""Appreciate the help in deciphering differences in models and options and making sure I got the best deal possible."""	https://americanaed.com/
253	KindSparrow-35603	03/24/2021	5	Easy process!	"""Very easy to deal with! Happy with my experience"""	https://americanaed.com/
254	ClearPython-92721	03/24/2021	5	Quality Company	"""This is our 3rd order from them and they seem to be a quality company."""	https://americanaed.com/
255	FoolishSwan-46315	12/03/2023	5	AED STORE GREAT	"""Spoke with Aaron at AED help me pick the automatic AED that was perfect for my truck."""	https://americanaed.com/
256	DistinctPiranha-64788	03/22/2021	5	Great product	"""Prices reasonable, information on products understandable"""	https://americanaed.com/
257	FriendlySnail-7170	03/23/2021	5	PRAY WE NEVER NEED IT! 	"""The AED Church pkg fit our budget and came with many extras, which would have exceeded our budget if purchased separately. It arrived quickly and ready to install."""	https://americanaed.com/
258	FantasticMarlin-51979	03/19/2021	5	Outstanding service	"""I worked with Aaron to get a quote on multiple AED packages and he was great to work with.  Will definitely use them again!"""	https://americanaed.com/
259	nborden50	03/19/2021	5	Great service	"""Aaron was very courteous and professional.  He helped me place an order for an AED for my church."""	https://americanaed.com/
260	LuckyFinch-40987	03/18/2021	5	Online Order	"""Ordering was easy and straightforward."""	https://americanaed.com/
261	FriendlyTurkey-69347	03/17/2021	5	Great experience 	"""Always great and quick response"""	https://americanaed.com/
262	CarefulCrocodile-84188	03/17/2021	5	Excellent experience 	"""Great variety of AEDs. Prices very competitive. Nice discounts as well. My second unit"""	https://americanaed.com/
263	TalentedCheetah-34309	03/14/2021	5	Great service 	"""I do NOT! like being FORCED to write a review. So I will American AED great company. Who ever manages this survey, do send me another one!"""	https://americanaed.com/
264	ShyCamel-71826	03/12/2021	5	AED's for a non-profit camp	"""Good advice and knowledgeable person on the line.  Verified information through other vendor opinions and local EMS.
Worked with me on price and delivery on time"""	https://americanaed.com/
265	DelightfulSalamander-87640	03/12/2021	5	Administration Assistant	"""Representative very helpful and polite.  Great experience."""	https://americanaed.com/
266	ProudCoral-71040	03/11/2021	5	Expired Pads and Batteries	"""Everything I ordered came quickly and the order was correct."""	https://americanaed.com/
267	sullivanj3	03/10/2021	5	Great purchase.	"""Everything went very well from ordering to arrival."""	https://americanaed.com/
268	GlamorousSpider-1146	03/22/2021	5	Quality, quick delivery and a very competitive price.	"""This is my second order this year from American AED. The purchasing process was simple and I appreciated the discount code that saved me even more money. I'm a happy customer and will continue to purchase from  American AED as the need arises."""	https://americanaed.com/
269	FancyDragon-24283TownofHaverhill	03/09/2021	5	Excellent Price 	"""I received an email indicating a sale and the pricing was so good I jumped on it."""	https://americanaed.com/
270	BraveShark-37632	03/09/2021	5	Happy Customer	"""Quick delivery and fairly priced"""	https://americanaed.com/
271	BrainyChipmunk-42762	03/09/2021	5	On time no damage 	"""Everything was great. Even sent a wall mount."""	https://americanaed.com/
272	PreciousBass-99240	03/09/2021	5	American AED	"""Excellent customer service"""	https://americanaed.com/
273	TiredAmphibian-40322	03/09/2021	5	It was easy	"""It was easy to find what I was looking for and it took little time for the company to deliver the product."""	https://americanaed.com/
274	Arnstein4	03/09/2021	5	Zoll	"""Great service! Thank God, I have not had to use it yet!"""	https://americanaed.com/
275	PowerfulOx-41155	03/09/2021	5	Excellent customer service.	"""Could not be more pleased.  I had very little to do to correct any problems.  Everything was done for me and it was done correctly and quickly."""	https://americanaed.com/
276	FancyTurtle-22719	03/09/2021	5	AED review	"""Great customer service, quick dellivery"""	https://americanaed.com/
277	ThoughtfulArmadillo-15858	03/09/2021	5	Excellent Service!	"""Smooth and quick service."""	https://americanaed.com/
278	CheerfulSwift-15673	03/09/2021	5	Great overall	"""Well packaged and a great product!"""	https://americanaed.com/
279	CharmingSpider-49339	03/09/2021	3	Good products but	"""Ordered adult and pediatric pads for my AED. Adult pads with 4-5 years before needing new ones. Peds pads expired in a little over a year. I called and was told that adult pads lasted longer. Makes no sense and rep had no explanation just too bad that's the way it is. No choice so you just pay."""	https://americanaed.com/
280	Scrappingal20	03/09/2021	5	Quick service	"""The AED pads arrived quickly.  Appreciated the free shipping, since these were for our AED machine at our church.  Thanks!"""	https://americanaed.com/
281	Offalert	03/09/2021	5	Quick delivery 	"""Easy to find what I needed for our 350p AED"""	https://americanaed.com/
282	PlainOx-95013	03/07/2021	5	Fast and easy to order	"""This site made it very easy to complete my order.."""	https://americanaed.com/
283	AnxiousZebra-91365	03/02/2021	5	Great service! 	"""Very informational. Professional. Easy quick purchase and delivery.

Highly recommend"""	https://americanaed.com/
284	GoodChinchilla-48420	03/01/2021	5	AED was sent quickly and arrived well packaged. Happy with the purchase.	"""AED was sent quickly and arrived well packaged. Happy with the purchase."""	https://americanaed.com/
285	ImportantReindeer-62842	02/26/2021	4	Great Value	"""Website was easy to use. Customer service answered my additional questions."""	https://americanaed.com/
286	EncouragingZebra-20095	02/25/2021	5	quick, easy and accurate delivery	"""product delivered was exactly as ordered and at a reasonable price"""	https://americanaed.com/
287	GoodAlligator-38198	02/26/2021	5	Website	"""Website worked great and was easy to use. Received an email that the items were on there way the next day."""	https://americanaed.com/
288	LivelyToucan-49939	02/18/2021	5	Great Customer Service	"""Easy to navigate website, Aaron was most helpful!"""	https://americanaed.com/
289	ThoughtfulCoral-25605	03/09/2021	5	Super experience start to finish	"""Quick delivery, staff was very responsive to my needs."""	https://americanaed.com/
290	OutstandingPartridge-54816	02/16/2021	4	Thank You	"""Ordering a new AED for the church was quick and easy. The product was delivered within four days and exceeded our expectations."""	https://americanaed.com/
291	DrMikeG2	02/16/2021	5	Accurate and Quick	"""The order was processed and shipped quickly.  Item was just as described and boxed well.  I would recommend!"""	https://americanaed.com/
292	AnxiousRattlesnake-72082	02/13/2021	5	Hand sanitizer 	"""It was easily ordered and is now on it’s way!"""	https://americanaed.com/
293	ThoughtfulDragon-97273	02/11/2021	5	Great Experience	"""Ordering was easy
Arrived as scheduled
Hopefully we won't have to use anytime soon!"""	https://americanaed.com/
294	SplendidCondor-97793	03/09/2021	5	Consumer Friendly and Fast Shipping	"""American AED has an excellent, easy-to-use website.  I was being extra careful in my search for an AED in looking for a firm with an excellent reputation and American AED stood out in reviews as solid.  Shipping was almost instantaneous -- I got tracking information within hours of my AED purchase. That -- plus a discount -- makes every minute I searched to find American AED worthwhile."""	https://americanaed.com/
295	LenRodriguez	02/09/2021	5	Excellent	"""Excellent on line and Phone Service"""	https://americanaed.com/
296	DelightfulEagle-3513	02/08/2021	5	Easy ordering, quick turnaround	"""I ordered it on line after speaking to customer service about it.  I received it within a week."""	https://americanaed.com/
297	Alibullis	02/08/2021	5	Impeccable customer service	"""Ordered an AED, there was a delay in shipping from the manufacturer which put my order in back log. Instead of shipping me an old model, they went the extra mile to make sure I got the new one and express shipped it for me. Very impressed with this company!"""	https://americanaed.com/
298	JoeBasuil	02/06/2021	5	Excellent 	"""Ordering was very simple as well as shipment."""	https://americanaed.com/
299	SuccessfulPanda-83310	02/04/2021	5	Straight forward order and receipt 	"""A great deal with the church discount on  a great product."""	https://americanaed.com/
300	JohnGibbons	02/04/2021	3	Its too early for this review 	"""Its too early for this review - - I placed my order about an hour ago, and of course, I don't have it yet.."""	https://americanaed.com/
301	DistinctBeetle-2572	02/04/2021	5	Purchase was easy, shipment was on time.	"""AED provided easy online access to the Phillips defibrillator.   Purchase was easy and shipment was on time."""	https://americanaed.com/
302	JoyousLion-21046	02/04/2021	5		"""Clean nice equipment ready for action, thank you!"""	https://americanaed.com/
303	JollyMinnow-75884	02/03/2021	5	Customer Friendly Experience	"""Reviewing and selecting an AED was easy with the website. The purchase process was also easy and the defibrillator was delivered in 1 week. The product is exactly as advertised and exactly what we wanted. Clear voice commands and concise, easy to follow instructions. The package included a wall mount case, user manual, quick reference guide, maintenance log, AED wall flag and a kit with a cleaning towel, drying towel, razor, scissors, and mouth piece for respirations. We have everything we need to respond to a medical emergency in our community and are very happy with our purchase."""	https://americanaed.com/
304	TastyCobra-81918	02/03/2021	5	Easy to Use	"""Being a lay person, I found the instructions and the unit easy to use."""	https://americanaed.com/
305	alfonsocrespo	02/03/2021	5	Fast, friendly, and easy to do business with.	"""Fast & easy! Our rep was very responsive and professional."""	https://americanaed.com/
306	SuperMouse-53540	02/03/2021	5	Super fast service great products 	"""I have nothing but great things to say , fast delivery, wide variety of products to chose from and easy to order!"""	https://americanaed.com/
307	GeneBac	02/03/2021	5	Glad to have it.	"""Been thinking about having a home AED for a couple years or so now. I am a retired physician. The cost has become reasonable to have these. I am well aware of the need for early intervention in a cardiac event. I feel more secure having this.  Delivered expeditiously. VERY simple to operate if ever needed. Just need to change the battery every four years. Very satisfied."""	https://americanaed.com/
308	WildPeacock-27872	02/02/2021	5	Competitive Pricing and Fast Delivery	"""Highly recommend American AED. Their pricing is competitive and the AED was delivered on-time."""	https://americanaed.com/
309	ClearRhinoceros-55214	02/02/2021	5	VP of Operations	"""AED came fast and with clear instructions. The only thing was they didn't provide screws to mount it, but based on your particular wall you would need different mounting methods and screws."""	https://americanaed.com/
310	BetterFalcon-25069	02/02/2021	5	great product.	"""Product was delivered in a timely manner."""	https://americanaed.com/
311	FunnyCoyote-72610	02/02/2021	5	Advanced Gynecology Specialists	"""was able to order accessories with no problems and person I spoke with was very friendly and helpful"""	https://americanaed.com/
312	ImportantGopher-13322	02/02/2021	5	Great	"""Fast Service, good quality product."""	https://americanaed.com/
313	Safetylady198861712	02/02/2021	1	Terrible customer service 	"""Ordered product, never heard from them again until we’ll over a month later when I called to ask where my order was. Told it was on back order but not once did they reach out to communicate this. Asked for a refund, went to another supplier and had same product they claimed was on National back order in two days. Will not use American AED again."""	https://americanaed.com/
314	Sosdavemacias123	02/02/2021	5	Great Service	"""It was quick, to the point, I receive my AED tomorrow, tracking was easy through UPS and if it arrives tomorrow delivery will be as promised."""	https://americanaed.com/
315	jamesbush-65076	02/01/2021	5	Fantastic service	"""I couldn't find a battery anywhere for my AED. THEN I ran across your website and able to place an order very easily. Your service is fast and efficient. Will recommend you to others. Thanks"""	https://americanaed.com/
316	Dwoodlief	01/30/2021	5	Excellent customer service !	"""I ordered a AED and changed my mind opting for a different model. I called to see if the shipment had gone out. I was told it was ready to ship but they would change my order. They applied the difference to my card and that was it. AED arrived 2 days later. I was amazed at how fast it arrived. AED is up and running. Would definitely recommend."""	https://americanaed.com/
317	BraveSnake-66192	02/10/2021	3	Not sure I received the correct product	"""I ordered the aviation compliant battery pack but it doesn’t look it read different than the regular battery. It was more expensive. The company has not returned my email. 
UPDATE: after submitting this review, I received a call from Aaron in customer service advising me on how to identify the product since it is not labeled by the manufacturer. I have changed my stars to reflect the delayed assistance"""	https://americanaed.com/
318	Mandygirl2	01/28/2021	5	Returning customer	"""I am a returning customer all ways excellent service,"""	https://americanaed.com/
319	DayspringChristianOhio	01/28/2021	5	Great to work with.	"""Easy transaction, delivered very quickly and we are all set to go!  Thanks!"""	https://americanaed.com/
320	FlaBeach	01/28/2021	5	Quick service even during holiday season	"""Easy to order, competitive pricing, quick shipment even though it was the week before Christmas."""	https://americanaed.com/
321	ObedientBeetle-19980	01/27/2021	5	Excellent Service	"""The rep I spoke to was very knowledgeable and was able to process my order.  They also shipped my order right away so I had it within 2 days."""	https://americanaed.com/
322	BrightSwift-78922	01/27/2021	5	Excellent Service	"""Great customer service, all questions we had answered."""	https://americanaed.com/
323	JoyousWolf-3080	01/27/2021	5		"""We here at the airport needed to purchase 2 new AED's and your web site was fast and easy, just what I like!"""	https://americanaed.com/
324	bgclodi	01/27/2021	5	Received equipment promptly	"""Quality of equipment seems high."""	https://americanaed.com/
325	GoodGecko-9475	01/27/2021	5	Thank you 	"""I am happy we were able to get this product with no shipping cost. Our church is on a budget and this helped us stick with-in it."""	https://americanaed.com/
326	PleasantCricket-7083	01/27/2021	5	Delivered as promised	"""Salesperson was knowledgeable, nice and followed up.  Product arrived on time as promised."""	https://americanaed.com/
327	GloriousAnt-73363	01/27/2021	5		"""Excellent service! Good support staff"""	https://americanaed.com/
328	TiredSquirrel-72484	01/27/2021	5	there was the wrong address and they were able to turn around and send it back after I called	"""there was the wrong address and they were able to turn around and send it back after I called"""	https://americanaed.com/
329	VastBird-38039	01/27/2021	5	Great service by disappointed with how they charged us.	"""Service was great.  I just didn't like that we are having 10 trained on the Blended Training and are being charged for 12.  Covid guideline states minimum of 6-  so since we are having 2 classes on the same day we are being charged for 12.  Makes no sense."""	https://americanaed.com/
330	ElatedAntelope-14426	01/27/2021	5	Easy decision. Great price.	"""American AED packaged price made our decision easy. We shopped around a little but found American to be the best overall value. Easy buying process and received our package with no issues."""	https://americanaed.com/
331	GracefulCricket-14549	01/27/2021	5	Excellent and prompt service 	"""The product was reasonably priced. It arrived quickly and customer service was outstanding."""	https://americanaed.com/
332	CharmingPuma-98374	01/27/2021	5	Excellent customer service and delivery 	"""Buying was quick and easy"""	https://americanaed.com/
333	PuzzledReindeer-86343	01/27/2021	5	Good customer service	"""Item came quickly while another was backordered. I decided to cancel the second item and customer service was very good. I received my refund."""	https://americanaed.com/
334	FamousQuail-92843	01/27/2021	5	America AED	"""American AED provided the best price and prompt delivery."""	https://americanaed.com/
335	PreciousDeer-56034	01/27/2021	5	Fast Quick Service 	"""They answered my questions and had the new AED in three working days.  Fast and quick service."""	https://americanaed.com/
336	mbcolip	02/02/2021	5	AED purchase for home	"""EZ, fast, and accurate sale."""	https://americanaed.com/
337	AbbottMC	01/27/2021	5	Excellent service	"""Service was as expected and product arrived in great shape"""	https://americanaed.com/
338	ModernKangaroo-71208	01/27/2021	5	All good	"""No problems. Delivered as expected."""	https://americanaed.com/
339	SparklingCoyote-90919	01/27/2021	5	As advertised 	"""Quick delivery, product as advertised."""	https://americanaed.com/
340	CalmBadger-75654	01/27/2021	5	Excellent 	"""Excellent work. Good service"""	https://americanaed.com/
341	DrAP	01/27/2021	5	Fast shipping, great product	"""Fast shipping, great product and great value!"""	https://americanaed.com/
342	MysteriousPigeon-77224	01/27/2021	5	As described and very quick shipping!	"""It was a very smooth transaction!  The item was packed very well and arrived very quickly."""	https://americanaed.com/
343	CharlesHenryIII	01/27/2021	5	Very Happy!	"""Product arrived as advertised and very quickly.  Thanks!!!"""	https://americanaed.com/
344	EagerWombat-45853	01/26/2021	5		"""Easy to find the AED and simple to purchase. Zolls came highly recommended as a reliable portable unit for our boat in remote areas. look forward to learning how to use it but hop i never do!"""	https://americanaed.com/
345	AnxiousOwl-53812	01/25/2021	5		"""Aaron was very helpful. Thank you."""	https://americanaed.com/
346	MagnificentPanda-66702	01/24/2021	5	Easy easy easy	"""This came highly recommended by my CPR instructor. Thank you for the discount and the easy access."""	https://americanaed.com/
347	ToughPython-62820	01/22/2021	5	Very easy.	"""Good information. Very easy."""	https://americanaed.com/
348	FamousStingray-76516	01/14/2021	5	Shocking Experience	"""Best Prices and with many extras.  Easy to check out.  Check for the discount codes before checking out."""	https://americanaed.com/
349	KindHamster-57630	01/14/2021	4	Mobile enable	"""Had to try twice. At the credit card information got the spinning wheel of death."""	https://americanaed.com/
350	GleamingJellyfish-31428	01/13/2021	5	Prompt chatting	"""As soon as I started shopping he site a support chat popped up to help with any questions was helpful and offered brief concise answers no pressure.  Easy online ordering with a bonus 200$ coupon."""	https://americanaed.com/
351	WildLeopard-6811	01/13/2021	5		"""Aaron was very helpful and helped with my purchase. Thanks very much."""	https://americanaed.com/
352	ShinyMacaw-42935	01/13/2021	5	Ordered for Home	"""As an EMS professional, the suggestion for the Phillips AED for home use was a good choice and the package offered all that I will need. 5 stars cause there wasn't a 6!"""	https://americanaed.com/
353	ElatedSeahorse-28897	01/13/2021	5	Easy to use website	"""Just very easy  overall."""	https://americanaed.com/
354	ShinyOwl-59301	01/13/2021	4		"""Retired Paramedic and RN who travel in our RV and feel this might come in handy someday. 
Hope this deal is as good as you say."""	https://americanaed.com/
355	rfish1	01/12/2021	5	Holy AED Batman!	"""Came to purchase 3 AED's for our church... easy navigation, online chat was helpful.  Super easy purchase process.  Thank you."""	https://americanaed.com/
356	GloriousCrow-66717	01/11/2021	5	Easy to find the right pads!	"""quick to find pads and simple pay options,  don't even need to make an account.   Thanks!"""	https://americanaed.com/
357	shelly_buchanan	01/11/2021	5	Fast and Easy! 	"""Great price, free shipping, and the site was really easy to use!"""	https://americanaed.com/
358	ShyOstrich-22868	01/27/2021	4	Nice piece of equipment	"""I was able to order without difficulty and I received it in a timely fashion.  Thank you for a great product.  This AED is for an organization not medically related and it is important that we have it available to our members.  I am a critical care nurse/ manager and will be able to give a training session with all members on how to use the AED.

Moishe R MSN, RN
Hospital Supervisor/ ER Nurse/ Critical care Educator"""	https://americanaed.com/
359	HelpfulDinosaur-42532	01/07/2021	5		"""Customer service was great. Price was great too."""	https://americanaed.com/
360	MushyPossum-7167	01/07/2021	5	Peace of mind in Home preparedness	"""As a mother and recently a host to friends more often in my home, I want to have peace of mind in preparedness for if the unknown and unspeakable occur. Knowing I’m being proactive is very helpful."""	https://americanaed.com/
361	GeorgeGacic	01/06/2021	5	Great experience	"""Great to do business with"""	https://americanaed.com/
362	LizShops	01/06/2021	5	Great prices for packaged combos 	"""Love how great it’s all packaged and it’s worth it."""	https://americanaed.com/
363	CrowdedRhinoceros-63285	01/05/2021	5	Live Chat is great!	"""Pleased with how quickly and effectively the person on live chat responded."""	https://americanaed.com/
364	SuccessfulChipmunk-35547	01/04/2021	5	Aaron was extremely helpful	"""Aaron was extremely helpful, answered all of my many questions and guided us in the right direction. Kudos for exceptional customer service!"""	https://americanaed.com/
365	GracefulNightingale-13700	01/04/2021	5	Quick as a snap	"""Very easy ordering process!"""	https://americanaed.com/
366	SleepyZebra-72026	01/04/2021	5	Always good place to shop	"""They let there customers know ahead of time to get what they need to keep up to date on things"""	https://americanaed.com/
367	GloriousElk-21882	01/01/2021	5	Stress Re	"""I’ve been thinking about purchasing one of these for our house for years but was a bit intimidated until I read all about this defibrillator and the audio instructions. I feel confident that my family would be able to use this effectively if needed in a high stress situation."""	https://americanaed.com/
368	FriendlyAntelope-39332	12/31/2020	5	Easy	"""I got exactly what I needed and got a $200 coupon which is perfect"""	https://americanaed.com/
369	GloriousBeetle-12390	12/31/2020	5	g	"""apppreciate the saem day shipping for my fsa"""	https://americanaed.com/
370	PleasantGazelle-25697	12/30/2020	5	Zap. You are alive	"""Easy navigation of site."""	https://americanaed.com/
371	GracefulDinosaur-55232	12/30/2020	5	straight forward process	"""Had an easy time selecting the product I wanted and was even offered assistance via live chat with a rep. Will have to wait and see how the rest of the process goes, shipping and the product itself, but if it all goes as smoothly as the website experience should be great."""	https://americanaed.com/
