reviewId	reviewer	reviewerLocation	datePublished	starRatingOutOfFive	reviewTitle	reviewComment	product	source
439	Anonymous Person		02/04/2015	5	Great Pulse ox	Accurate, and American- Made. Don't buy a cheap import if you want accuracy.	Nonin Onyx Vantage 9590 Finger Adult/Pediatric Pulse Oximeter. #1 Professional Oximeter Made in USA - Includes Free Carrying Case	https://www.concordhealthsupply.com/
440	Terri Berrie 	 Fairbanks, AK United States	01/28/2015	5	Pulse Ox	Fast service and great prices.	Nonin Onyx Vantage 9590 Finger Adult/Pediatric Pulse Oximeter. #1 Professional Oximeter Made in USA - Includes Free Carrying Case	https://www.concordhealthsupply.com/
441	Susan Cammerer 	 Brentwood, CA United States	01/12/2015	5	Onyx Vantage 9590	Like most respiratory therapists, I use a pulse oximeter many times every workday. The Nonin Onyx is the single best pulse ox I have ever used. My first Nonin lasted almost 6 years before I needed to purchase a replacement. It has so many details that make it superb: the readout, the user finger grip, the ease of battery changing, the lovely long lanyard, and it comes in purple! I would recommend a Nonin to anyone needing a hard-working, affordable pulse ox.	Nonin Onyx Vantage 9590 Finger Adult/Pediatric Pulse Oximeter. #1 Professional Oximeter Made in USA - Includes Free Carrying Case	https://www.concordhealthsupply.com/
442	Diane Szyperski 	 Midland, MI United States	01/09/2015	5	Comment	ALWAYS very satisfied with the ease of ordering products and the promptness of receiving them.  If I could only get patients to stop taking the pulse oximeters when they are lef t out the and nurses to be more careful with them :)	Nonin Onyx Vantage 9590 Finger Adult/Pediatric Pulse Oximeter. #1 Professional Oximeter Made in USA - Includes Free Carrying Case	https://www.concordhealthsupply.com/
443	Jed, RRT 	 North Georgia	01/01/2015	5	Wonderful product	A great little POX that a couple hospitals I work at have switched to. So I decided to get one for myself. It is a pricy one but works great. The shipping was very quick especially being right before christmas. The pouch is a bit bigger than the pox so you can put the lanyard in with it. Lanyard is also very long. Thank you	Nonin Onyx Vantage 9590 Finger Adult/Pediatric Pulse Oximeter. #1 Professional Oximeter Made in USA - Includes Free Carrying Case	https://www.concordhealthsupply.com/
444		 , Texas	12/29/2014	5	Nonin Onyx Vantage 9590 Pulse ox	This is what I was looking for to use for my patiences.  Frequenly the pulse ox is missing from the room and this will help me with my work.	Nonin Onyx Vantage 9590 Finger Adult/Pediatric Pulse Oximeter. #1 Professional Oximeter Made in USA - Includes Free Carrying Case	https://www.concordhealthsupply.com/
445	George Kelly 	 salemburg, NC United States	12/26/2014	4	Disappointed in type Carrying Case	This is my third Nonin Pulse Oximeter.   They all have been outstanding   in performance.  The only reason I have  replace any of them is due to loss. I was disappointed in the carrying case I received  this time.  I  was expected the same nice type case I had received before.  If I had known that I was receiving that one I did I would have order one with my order for the Pulse Oximeter.  Now if  I order it I will pay a few dollars over 7 for the case and over 14 dollars for shipment.	Nonin Onyx Vantage 9590 Finger Adult/Pediatric Pulse Oximeter. #1 Professional Oximeter Made in USA - Includes Free Carrying Case	https://www.concordhealthsupply.com/
446	Edward 	 WESTLAKE, OH United States	12/22/2014	5	Nonin Onyx® Vantage 9590 Finger Pulse Oximeter	Great service Great priceThanks	Nonin Onyx Vantage 9590 Finger Adult/Pediatric Pulse Oximeter. #1 Professional Oximeter Made in USA - Includes Free Carrying Case	https://www.concordhealthsupply.com/
447	Rick Brown 	 Corona Del Mar, CA United States	12/16/2014	5	Ready for another 5 years	I bought my last one of these 5 years ago and it worked great for 5 years of continous use. Ready for another 5 years with this one.	Nonin Onyx Vantage 9590 Finger Adult/Pediatric Pulse Oximeter. #1 Professional Oximeter Made in USA - Includes Free Carrying Case	https://www.concordhealthsupply.com/
448	Anonymous Person 	 WA United States	12/08/2014	5	9590 black	Excellent!! Great quality, easy to read, automatically goes on and off.	Nonin Onyx Vantage 9590 Finger Adult/Pediatric Pulse Oximeter. #1 Professional Oximeter Made in USA - Includes Free Carrying Case	https://www.concordhealthsupply.com/
449	BB 	 KS United States	12/08/2014	5	Awesome Job	Product was just what we needed.  Shipping was so fast.  Thanks so much.	Nonin Onyx Vantage 9590 Finger Adult/Pediatric Pulse Oximeter. #1 Professional Oximeter Made in USA - Includes Free Carrying Case	https://www.concordhealthsupply.com/
450	Eduardo Iuorno de Barros Rodrigues da Silveira 	 RIO DE JANEIRO, RJ Brazil	12/03/2014	5	Excellent costumer service	I haven't used the product yet so I have to evaluate the company. Costumer service was excellent. There was a shipping problem and as soon as concord was aware of it it was solved right away.	Nonin Onyx Vantage 9590 Finger Adult/Pediatric Pulse Oximeter. #1 Professional Oximeter Made in USA - Includes Free Carrying Case	https://www.concordhealthsupply.com/
451	Stephen Pelletier 	 Seekonk, MA United States	12/02/2014	5	Great service & price	Fast, friendly service and a great price.	Nonin Onyx Vantage 9590 Finger Adult/Pediatric Pulse Oximeter. #1 Professional Oximeter Made in USA - Includes Free Carrying Case	https://www.concordhealthsupply.com/
452	Anonymous Person 	 Miami Beach, FL United States	11/19/2014	5	Nonin Onyx® Vantage 9590 Finger Pulse Oximeter wit	Nonin Onyx:registered: Vantage 9590 Finger Pulse Oximeter with Free Carrying Case	Nonin Onyx Vantage 9590 Finger Adult/Pediatric Pulse Oximeter. #1 Professional Oximeter Made in USA - Includes Free Carrying Case	https://www.concordhealthsupply.com/
453	carl cusato 	 Malibu, CA United States	11/14/2014	5	nonin 9590	liked the improvements over the 9500  CD good way to cover the languages   No info on reliability	Nonin Onyx Vantage 9590 Finger Adult/Pediatric Pulse Oximeter. #1 Professional Oximeter Made in USA - Includes Free Carrying Case	https://www.concordhealthsupply.com/
454	Tony 	 Berthoud, CO United States	11/05/2014	5	Nonin 9590	We had a Nonin 9500 and thought it was superior to any other brand.  Before ordering the 9590 Finger Pulse Oximeter, we purchased another brand from a medical supply store.  After two months, we ordered another Nonin.  The difference in quality is immediately apparent and it responds more quickly and consistently.	Nonin Onyx Vantage 9590 Finger Adult/Pediatric Pulse Oximeter. #1 Professional Oximeter Made in USA - Includes Free Carrying Case	https://www.concordhealthsupply.com/
455	Dawn O. 	 CHAMPAIGN, IL United States	11/04/2014	4	An excellent oximeter	This is an excellent, easy-to-use oximeter that tracks very accurately with the one in my doctor's office and the one attached to my CPAP machine.  My only wish is that it somehow recorded the data and could transfer the readings to my computer via bluetooth or usb port.	Nonin Onyx Vantage 9590 Finger Adult/Pediatric Pulse Oximeter. #1 Professional Oximeter Made in USA - Includes Free Carrying Case	https://www.concordhealthsupply.com/
456	Judy Manning 	 Georgetown, TX United States	11/04/2014	5	Great product	My husband has emphysema and needs an oximeter that is accurate.  This one seems to fit the bill!	Nonin Onyx Vantage 9590 Finger Adult/Pediatric Pulse Oximeter. #1 Professional Oximeter Made in USA - Includes Free Carrying Case	https://www.concordhealthsupply.com/
457	Scott Majeske 	 Bay City, MI United States	10/30/2014	5	Onyx Vantage 9590	It works great.  I have congestive heart failure and had atrial-flutter but I find it very difficult to take my pulse.  This device helps by giving me an accurate reading of my pulse.	Nonin Onyx Vantage 9590 Finger Adult/Pediatric Pulse Oximeter. #1 Professional Oximeter Made in USA - Includes Free Carrying Case	https://www.concordhealthsupply.com/
458	ERIKA BASTOS BECKER 	 S�o Gon�alo, Rio de Janeiro Brazil	10/17/2014	5	Perfect!	Perfect conditions and fast delivery!!! Great work!!	Nonin Onyx Vantage 9590 Finger Adult/Pediatric Pulse Oximeter. #1 Professional Oximeter Made in USA - Includes Free Carrying Case	https://www.concordhealthsupply.com/
459	ERIKA BASTOS BECKER 	 S�o Gon�alo, Rio de Janeiro Brazil	10/17/2014	5	Amazing product!	Perfect conditions and fast delivery!!! Great work!!	Nonin Onyx Vantage 9590 Finger Adult/Pediatric Pulse Oximeter. #1 Professional Oximeter Made in USA - Includes Free Carrying Case	https://www.concordhealthsupply.com/
460	Anonymous Person 	 stanwood, WA United States	10/13/2014	4	ok	ok	Nonin Onyx Vantage 9590 Finger Adult/Pediatric Pulse Oximeter. #1 Professional Oximeter Made in USA - Includes Free Carrying Case	https://www.concordhealthsupply.com/
461	Diane Szyperski 	 Midland, MI United States	10/09/2014	5	Nonin Onyx	ALWAYS very satisfied with Concords promptness and quality of product	Nonin Onyx Vantage 9590 Finger Adult/Pediatric Pulse Oximeter. #1 Professional Oximeter Made in USA - Includes Free Carrying Case	https://www.concordhealthsupply.com/
462	Anonymous Person 	 Bellingham, WA United States	10/09/2014	5	Nonin Onyx® Vantage 9590 Finger Pulse Oximeter	Thanks for the prompt service. The oximeter is sturdy and is a replacement for the previous model that i have had since 2006. Hope this one lasts as long.	Nonin Onyx Vantage 9590 Finger Adult/Pediatric Pulse Oximeter. #1 Professional Oximeter Made in USA - Includes Free Carrying Case	https://www.concordhealthsupply.com/
463	Marna Carli 	 Paradise, CA United States	09/09/2014	5	best pulse ox sensor	the cheap finger pulse ox do not read the medically fragile. This Nonnin works well! It even picks up the oxygen saturation on a cold finger.	Nonin Onyx Vantage 9590 Finger Adult/Pediatric Pulse Oximeter. #1 Professional Oximeter Made in USA - Includes Free Carrying Case	https://www.concordhealthsupply.com/
464	Wesley M 	 Altadena, CA United States	08/30/2014	4	Great aide	A must have for COPD patients. Accurate and outstanding battery life.	Nonin Onyx Vantage 9590 Finger Adult/Pediatric Pulse Oximeter. #1 Professional Oximeter Made in USA - Includes Free Carrying Case	https://www.concordhealthsupply.com/
465	Gary 	 Eugene, OR United States	08/27/2014	5	Nonin 9590	I originally wanted another Nonin 9500 but they were discontinued and I was directed to the Nonin 9590.  The only thing I noticed was that the 9590 was lighter and had a different feel because of it's use of plastic over metal like the 9500.  The meter works perfectly and I'm getting used to the lighter feel.  It was shipped very quickly and I'm very pleased with my purchase.	Nonin Onyx Vantage 9590 Finger Adult/Pediatric Pulse Oximeter. #1 Professional Oximeter Made in USA - Includes Free Carrying Case	https://www.concordhealthsupply.com/
466	Robert Eckert 	 Bloomington, IN United States	08/18/2014	5	Nonin and Concord are the best!	I ordered this excellent oximeter product on a Sunday and realized I had ordered the wrong color. I received messages saying that the unit had shipped on Monday early. I called Concord and spoke with Mary and she was able to intercept the order going out at the warehouse and change it to the correct color in time. Talk about going above and beyond. Concord really talks the talk -and- walks the walk about customer service. Don't hesitate one second about ordering from them.	Nonin Onyx Vantage 9590 Finger Adult/Pediatric Pulse Oximeter. #1 Professional Oximeter Made in USA - Includes Free Carrying Case	https://www.concordhealthsupply.com/
467	Norman Crosby 	 Palmer, AK United States	08/15/2014	5	Pulse Oximeter	Very happy with this product.  Ordering on line was easy and straight forwards. Delivery was faster than promised and the product arrived in good shape.	Nonin Onyx Vantage 9590 Finger Adult/Pediatric Pulse Oximeter. #1 Professional Oximeter Made in USA - Includes Free Carrying Case	https://www.concordhealthsupply.com/
468	Anonymous Person 	 Rosemead, CA United States	08/12/2014	4	Exact description of product	From my research about this product and its performance, it is exactly as it is described. Deviation from the actual is negligible. It also came with a lanyard and carrying case.Concord provides top quality service and excellent pricing. The only downside, though minor, is the carrying case is big for the Nonin 9590. It looks like it would fit perfectly for the Nonin Go2 Achieve.	Nonin Onyx Vantage 9590 Finger Adult/Pediatric Pulse Oximeter. #1 Professional Oximeter Made in USA - Includes Free Carrying Case	https://www.concordhealthsupply.com/
469	robert irvin 	 magalia, CA United States	07/24/2014	4	9590/9500	not sure yet if the 9590 is as good as the 9500 i've had for 5 years	Nonin Onyx Vantage 9590 Finger Adult/Pediatric Pulse Oximeter. #1 Professional Oximeter Made in USA - Includes Free Carrying Case	https://www.concordhealthsupply.com/
470	Robert Johnson 	 Jenks, OK United States	07/08/2014	5	Pulse/ox meter	fast shipping, best prices	Nonin Onyx Vantage 9590 Finger Adult/Pediatric Pulse Oximeter. #1 Professional Oximeter Made in USA - Includes Free Carrying Case	https://www.concordhealthsupply.com/
471	Roger Staab 	 Scottsdale, AZ United States	06/28/2014	5	Nonin Onyx Vamtage 9590 Finger pulse Oximeter with	As a Health Care Provider, I have known for years the quality and workmanship that goes into their products.Concord has excellent customer Service and the product ordered was delivered as promised. Very Happy with both!	Nonin Onyx Vantage 9590 Finger Adult/Pediatric Pulse Oximeter. #1 Professional Oximeter Made in USA - Includes Free Carrying Case	https://www.concordhealthsupply.com/
472	Anonymous Person 	 oceanside, CA United States	06/18/2014	5	oximeter	This is so accurate and I am very impressed with the price. 15 years ago this oximeter ran about $450. and you needed a prescription to order it.	Nonin Onyx Vantage 9590 Finger Adult/Pediatric Pulse Oximeter. #1 Professional Oximeter Made in USA - Includes Free Carrying Case	https://www.concordhealthsupply.com/
473	Liz 	 Omaha, NE United States	06/13/2014	5	Excellent transaction	I purchased 8 Nonin 9590 Pulse Oximeters, they arrived quickly and are just what I need.  They are used by students in labs.	Nonin Onyx Vantage 9590 Finger Adult/Pediatric Pulse Oximeter. #1 Professional Oximeter Made in USA - Includes Free Carrying Case	https://www.concordhealthsupply.com/
474	Jeffrey Gliedman 	 Wallkill, NY United States	06/10/2014	4	Nonin Onyx® Vantage 9590 Finger Pulse Oximeter	Deliver was timely and the product was as advertised.	Nonin Onyx Vantage 9590 Finger Adult/Pediatric Pulse Oximeter. #1 Professional Oximeter Made in USA - Includes Free Carrying Case	https://www.concordhealthsupply.com/
475	T		06/09/2014	5	Fabulous!	This is the third pulse ox I've bought in a month and it is by far the best!  I was looking for one that didn't take forever and would work with one resident's orange nail polish.  The 9590 met all my needs.  Couldn't be more pleased!	Nonin Onyx Vantage 9590 Finger Adult/Pediatric Pulse Oximeter. #1 Professional Oximeter Made in USA - Includes Free Carrying Case	https://www.concordhealthsupply.com/
476	Betty Melton 	 North Chicago, IL United States	05/30/2014	4	pulse oximeter	Came in a timely manner	Nonin Onyx Vantage 9590 Finger Adult/Pediatric Pulse Oximeter. #1 Professional Oximeter Made in USA - Includes Free Carrying Case	https://www.concordhealthsupply.com/
477	Catherine Fountas 	 Fort Lauderdale, FL United States	05/15/2014	5	Great product & service	Got call from Krikor asking to clarify order duplication and correct billing address. He was extremely knowledgeable and helpful.We are very happy with this Oximeter esp. the accuracy.It turns on and off automatically.	Nonin Onyx Vantage 9590 Finger Adult/Pediatric Pulse Oximeter. #1 Professional Oximeter Made in USA - Includes Free Carrying Case	https://www.concordhealthsupply.com/
478	Dave w 	 Colorado Springs, CO United States	05/14/2014	5	Great !	Easy transaction, fast delivery.	Nonin Onyx Vantage 9590 Finger Adult/Pediatric Pulse Oximeter. #1 Professional Oximeter Made in USA - Includes Free Carrying Case	https://www.concordhealthsupply.com/
479	Anonymous Person		05/02/2014	5	Nonin Onyx® Vantage 9590 Finger Pulse Oximeter wit	Product came in good time and good condition. Thanks!	Nonin Onyx Vantage 9590 Finger Adult/Pediatric Pulse Oximeter. #1 Professional Oximeter Made in USA - Includes Free Carrying Case	https://www.concordhealthsupply.com/
480	Harold B, Wright 	 Howards Grove, WI United States	04/23/2014	5	9590 oximeter	Everything is just fine	Nonin Onyx Vantage 9590 Finger Adult/Pediatric Pulse Oximeter. #1 Professional Oximeter Made in USA - Includes Free Carrying Case	https://www.concordhealthsupply.com/
481	Bernard Olszewski 	 Fort Dix, NJ United States	04/23/2014	5	Fast delivery	Ordered the item on a Wednesday afternoon and they were in my hands on Friday.  Item was as described and the price was the best on the web.	Nonin Onyx Vantage 9590 Finger Adult/Pediatric Pulse Oximeter. #1 Professional Oximeter Made in USA - Includes Free Carrying Case	https://www.concordhealthsupply.com/
482	Anonymous Person 	 Mississauga, ON Canada	04/20/2014	5	Satisfied with Nonin Onyx oximeter	Oxymeter is excellent, as I  expected from Nonin. My old Onyx has lasted 20+ yearsand it was time to get a new one. I did not receive a carrying case.Delivery was a bit slow (to Canada in 1 week).I was very happy to be able to buy this on linefrom a reliable company. Thank you.	Nonin Onyx Vantage 9590 Finger Adult/Pediatric Pulse Oximeter. #1 Professional Oximeter Made in USA - Includes Free Carrying Case	https://www.concordhealthsupply.com/
483	Anonymous Person 	 denver, CO United States	04/09/2014	4	Nonin Onyx® Vantage 9590 Finger Pulse Oximeter wit	so far so good. very satisfied .thank you  did not come with caring case.	Nonin Onyx Vantage 9590 Finger Adult/Pediatric Pulse Oximeter. #1 Professional Oximeter Made in USA - Includes Free Carrying Case	https://www.concordhealthsupply.com/
484	Anonymous Person 	 Vicksburg, MS United States	04/08/2014	5	Nonin Onyx Vantage 9590 Finger Pulse Oximeter	Excellent product.High Quality.Easy to use and ready to go.	Nonin Onyx Vantage 9590 Finger Adult/Pediatric Pulse Oximeter. #1 Professional Oximeter Made in USA - Includes Free Carrying Case	https://www.concordhealthsupply.com/
485	Tom Carvelli Sr. 	 Gilbert, MN United States	04/03/2014	4	Nonin Onyx	I would have given it 5 stars except for the price of the item.  Seemed to be somewhat over priced but it is made in the USA and does work very well.  I go to cardiac rehab and all of the nurses have Nonin Oximeters.  One RN there told me Nonin are the best Oximeters out there.	Nonin Onyx Vantage 9590 Finger Adult/Pediatric Pulse Oximeter. #1 Professional Oximeter Made in USA - Includes Free Carrying Case	https://www.concordhealthsupply.com/
486	Major L. Swindell III 	 Chesapeake, VA United States	03/26/2014	5	Accuracy, At Last!	My 86 year-old mother suffers from extremely poor perfusion in her fingertips.  During doctor and hospital visits, finger pulse-ox devices rarely pick up any signal at all.  This device works so beautifully, that I now bring it to her doctor and hospital visits so the staff can use it for quicker results.  It only struggles for a reading when her hands are extremely cold; otherwise, it's near perfect.	Nonin Onyx Vantage 9590 Finger Adult/Pediatric Pulse Oximeter. #1 Professional Oximeter Made in USA - Includes Free Carrying Case	https://www.concordhealthsupply.com/
487	Junius Surles 	 Greenville, NC United States	03/17/2014	5	Oxygen/Pulse Meter	Excellent replacement Meter.	Nonin Onyx Vantage 9590 Finger Adult/Pediatric Pulse Oximeter. #1 Professional Oximeter Made in USA - Includes Free Carrying Case	https://www.concordhealthsupply.com/
488	David Gilland 	 Goffstown, NH United States	03/05/2014	5	Excellent	Very happy with service and product.	Nonin Onyx Vantage 9590 Finger Adult/Pediatric Pulse Oximeter. #1 Professional Oximeter Made in USA - Includes Free Carrying Case	https://www.concordhealthsupply.com/
489	Glee 	 gainesville, GA United States	03/03/2014	5	Exceptional Transaction	Super fast shipping, excellent product.No issues, compliments to Concord Health	Nonin Onyx Vantage 9590 Finger Adult/Pediatric Pulse Oximeter. #1 Professional Oximeter Made in USA - Includes Free Carrying Case	https://www.concordhealthsupply.com/
490	Liaquddin Shaikh 	 Fort Pierce, FL United States	03/03/2014	5	Nonin Onyx Vantage 9590 Finger Pulse Oximeter	Good service.  Thank you.	Nonin Onyx Vantage 9590 Finger Adult/Pediatric Pulse Oximeter. #1 Professional Oximeter Made in USA - Includes Free Carrying Case	https://www.concordhealthsupply.com/
491	George Sargent 	 Berlin, NH United States	02/21/2014	5	nonin pulse oximeter	Very fast delivery. Love the product. I've used it in the past so I know that it's the best finger pulse ox that is made.	Nonin Onyx Vantage 9590 Finger Adult/Pediatric Pulse Oximeter. #1 Professional Oximeter Made in USA - Includes Free Carrying Case	https://www.concordhealthsupply.com/
492	Robert Richardson 	 Knightdale, NC United States	02/06/2014	5	Nonin Oximeter	I have ordered this brand of Oximeter from other source for a lot more money, grand kids misplaced the old one, so I went shopping for a new one. Concord Health Supply had the best price by far, like almost a $100.00 and they shipped it free in just a couple of days. I Will look to them in the future for other products I might need.	Nonin Onyx Vantage 9590 Finger Adult/Pediatric Pulse Oximeter. #1 Professional Oximeter Made in USA - Includes Free Carrying Case	https://www.concordhealthsupply.com/
493	Steve Wait 	 Springfield, MO United States	02/05/2014	5	9590 finger pulse oximeter with free carrying case	One of the best prices I found with a free carrying case included.  It was shipped on the day I ordered it and arrived three days later.  Very pleased with the  pulse oximeter, extremely accurate and simple to use.  More expensive than some of the other Chinese brands, but like most things you get what you pay for.  All in all a very high quality product from a great company.  I will order from them again.	Nonin Onyx Vantage 9590 Finger Adult/Pediatric Pulse Oximeter. #1 Professional Oximeter Made in USA - Includes Free Carrying Case	https://www.concordhealthsupply.com/
494	Laura F de Garrido 	 Aventura, FL United States	01/30/2014	5	Super Attentive	Great service, the product arrived at the excat time they told me. The product works perfectly even with 2 year old toddler.	Nonin Onyx Vantage 9590 Finger Adult/Pediatric Pulse Oximeter. #1 Professional Oximeter Made in USA - Includes Free Carrying Case	https://www.concordhealthsupply.com/
495	Lois Forster 	 Rockville, MD United States	01/29/2014	5	nonin onyx 9590	Nonin told me to call you for the item they thought best for me.  When I called, the gentleman was most helpful.  He listened to my problem and agreed with nonin's decision on the 9590.  I was extremely pleased and it arrived very quickly.  Thank you.	Nonin Onyx Vantage 9590 Finger Adult/Pediatric Pulse Oximeter. #1 Professional Oximeter Made in USA - Includes Free Carrying Case	https://www.concordhealthsupply.com/
496	John 	 danville, CA United States	01/27/2014	5	Fast processing time	ordered my pulse oximeter online got a confirmation within a few hours shipped and received it in two days as promised	Nonin Onyx Vantage 9590 Finger Adult/Pediatric Pulse Oximeter. #1 Professional Oximeter Made in USA - Includes Free Carrying Case	https://www.concordhealthsupply.com/
497	William Sullivan 	 Greeley, CO United States	01/24/2014	5	Nonin Onyx Vantage 9590 Finger pulse oximeter with	Thank you for your quick response.	Nonin Onyx Vantage 9590 Finger Adult/Pediatric Pulse Oximeter. #1 Professional Oximeter Made in USA - Includes Free Carrying Case	https://www.concordhealthsupply.com/
498	Jack Dominguez 	 San Antonio, TX United States	01/24/2014	5	Great Product!	Excellent Customer Service! Prompt shipping! Extremely satisfied with purchase!	Nonin Onyx Vantage 9590 Finger Adult/Pediatric Pulse Oximeter. #1 Professional Oximeter Made in USA - Includes Free Carrying Case	https://www.concordhealthsupply.com/
499	Marvin A Heinrichs 	 Prescott, AZ United States	01/18/2014	5	product survey	Excellent clear answers from your rep.shipped out same day. ordered on a friday received monday from excellent U.S.P.S. service thank you so much.	Nonin Onyx Vantage 9590 Finger Adult/Pediatric Pulse Oximeter. #1 Professional Oximeter Made in USA - Includes Free Carrying Case	https://www.concordhealthsupply.com/
500	Anonymous Person 	 New York, NY United States	01/18/2014	5	Fine, except for shipping.	"The Nonin (the second one I've bought) is excellent. My only dissatisfaction is with the choice of USPS for shipping. The ""Tracking"", after the initial shipping entry, went AWOL for four days, leaving me in the dark as to the status of my order. When it arrived, the paper bag was forced into my mailbox, instead of being left with the doorman. I realize this is not the fault  of Concord, but the sensitive Nonin would have  been better served by Fedex or UPS."	Nonin Onyx Vantage 9590 Finger Adult/Pediatric Pulse Oximeter. #1 Professional Oximeter Made in USA - Includes Free Carrying Case	https://www.concordhealthsupply.com/
501	Raymond Gambino MD 	 Boca Raton, FL United States	01/16/2014	5	Great Oximeter	Excellent device.  Only your instruction manual requires more diagrams.	Nonin Onyx Vantage 9590 Finger Adult/Pediatric Pulse Oximeter. #1 Professional Oximeter Made in USA - Includes Free Carrying Case	https://www.concordhealthsupply.com/
502	Diane Szyperski 	 Midland, MI United States	01/10/2014	5	Nonin Onyx Vantage 9590 Finger Pulse Oximeter	I have purchased several Nonin finger pulse oximeters and have been extremely pleased with the product itself and the fast turn around, I literally receive them in a day or two.	Nonin Onyx Vantage 9590 Finger Adult/Pediatric Pulse Oximeter. #1 Professional Oximeter Made in USA - Includes Free Carrying Case	https://www.concordhealthsupply.com/
503	Anonymous Person 	 Poplar, MT United States	01/06/2014	5	PulseOx 9590	The Vantage 9590 is a great tool for any jump kit or trauma bag.  We have several in service the only complaint is battery life ....however we are in NE Montana and nothing battery operated last in the winter months.  Shipping has taken longer on this order than expected....shipped 12/28/13 still have not received items supposed to get them on 01/07/14.  No fault of Concord shipping to our location always is a drawn out process.Wayne Brown FF/EMT-BChief of OperationsBadger Creek Wildfire	Nonin Onyx Vantage 9590 Finger Adult/Pediatric Pulse Oximeter. #1 Professional Oximeter Made in USA - Includes Free Carrying Case	https://www.concordhealthsupply.com/
504	Jacqueline Krone 	 Taunton, MA United States	12/27/2013	4	Nonin Onyx Oximeter	Ordered on 12/17/13 and received on 12/26/13. Not quite the 2 or 3 day delivery but because of the holiday and the back log of packages I thought U did quite well. I was pleased with my old Nonin Onyx and expect this one to hold up as well.	Nonin Onyx Vantage 9590 Finger Adult/Pediatric Pulse Oximeter. #1 Professional Oximeter Made in USA - Includes Free Carrying Case	https://www.concordhealthsupply.com/
505	Anonymous Person 	 Canada	12/22/2013	5	Excellent.	Excellent product and service.	Nonin Onyx Vantage 9590 Finger Adult/Pediatric Pulse Oximeter. #1 Professional Oximeter Made in USA - Includes Free Carrying Case	https://www.concordhealthsupply.com/
506	Anonymous Person 	 Claremont, NC United States	12/12/2013	5	Love it	The best oximeter I have ever owned!  Wonderful customer service.	Nonin Onyx Vantage 9590 Finger Adult/Pediatric Pulse Oximeter. #1 Professional Oximeter Made in USA - Includes Free Carrying Case	https://www.concordhealthsupply.com/
507	Anonymous Person 	 Dayton, OH United States	12/11/2013	4	Very satisfied so far	Ordering, shipment/delivery and product performance was all as expected.	Nonin Onyx Vantage 9590 Finger Adult/Pediatric Pulse Oximeter. #1 Professional Oximeter Made in USA - Includes Free Carrying Case	https://www.concordhealthsupply.com/
508	Theodore Shepherd 	 Concord, CA United States	12/05/2013	5	Nonin Onyx Vantage 9590 Pulse Oximeter	Website is easy to use.   Delivery was very timely.   Oximeter works fine.	Nonin Onyx Vantage 9590 Finger Adult/Pediatric Pulse Oximeter. #1 Professional Oximeter Made in USA - Includes Free Carrying Case	https://www.concordhealthsupply.com/
509	Anonymous Person 	 Moody, AL United States	12/03/2013	5	Nonin 9590	Unit and the included CDs arrived in excellent shape, and in reasonable time using USPS. It works perfectly as advertised, with quick and accurate readings, and I liked the included nylon pouch with the two included lanyards. Mine is for personal use, but this is also an excellent device for office patient use - as long as they aren't allowed to walk off with it. ;)	Nonin Onyx Vantage 9590 Finger Adult/Pediatric Pulse Oximeter. #1 Professional Oximeter Made in USA - Includes Free Carrying Case	https://www.concordhealthsupply.com/
510	Genavee Mulligan 	 Southport, NC United States	12/03/2013	5	Nonin Onyx Vantage 9590 Finger Pulse Oximeter	This is a replacement for my old Onyx which I had for seven years.  It is just what I expected and it arrived on time.	Nonin Onyx Vantage 9590 Finger Adult/Pediatric Pulse Oximeter. #1 Professional Oximeter Made in USA - Includes Free Carrying Case	https://www.concordhealthsupply.com/
511	John Gershanoff 	 Landers, CA United States	11/19/2013	5	Oximeter	great quality fast shipping to California....will be buying more from Concord	Nonin Onyx Vantage 9590 Finger Adult/Pediatric Pulse Oximeter. #1 Professional Oximeter Made in USA - Includes Free Carrying Case	https://www.concordhealthsupply.com/
512	hchinpa 	 Woodside, NY United States	11/15/2013	5	Nonin 9590	i am a Pulmonary PA, an use this every day on my COPD, Asthma, Pneumonia, Bronchitis patients.   i always need to know what status they are in, this is super helpful, rather than trying to do arterial blood gas,  its accurate, dependable,  i ve had the 9500 Onyx for 9 years, an that was always reliable, held up to abuse,   i expect this to be the same,  i ve had a lemon, but u expect that, an i kept buying this product, because its so dependable,  will do a follow up on this over time.	Nonin Onyx Vantage 9590 Finger Adult/Pediatric Pulse Oximeter. #1 Professional Oximeter Made in USA - Includes Free Carrying Case	https://www.concordhealthsupply.com/
513	Raymond Carty 	 Daytona Beach, FL United States	11/15/2013	5	Nonin Onyx® Vantage 9590 Finger Pulse Oximeter wi	This is my second Nonin pulse oximeter. The first sort of broke up after 18 months of heavy use and abuse. Nonin is covering the repair under warranty, but I realized a back up was a good idea, so ordered while waiting for the repair. Arrived quickly, no problems, with Nonin or Concord Health Supply. Smooth sailing.	Nonin Onyx Vantage 9590 Finger Adult/Pediatric Pulse Oximeter. #1 Professional Oximeter Made in USA - Includes Free Carrying Case	https://www.concordhealthsupply.com/
514	Peter S 	 Clinton, CT United States	11/01/2013	5	Service	Nice web site, items in stock and prompt shipping	Nonin Onyx Vantage 9590 Finger Adult/Pediatric Pulse Oximeter. #1 Professional Oximeter Made in USA - Includes Free Carrying Case	https://www.concordhealthsupply.com/
